TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_Encoded,Target
118.1,54.0,167.0,1.0,895.6599999999999,731,0
84.59,67.0,10.0,1.0,5669.1,564,2
295.64,21.0,82.0,1.0,1061.9600000000005,1372,0
514.33,25.0,160.0,1.0,1592.94,1839,1
94.59000000000003,39.0,34.0,1.0,6171.89,608,2
80.43,59.0,157.0,1.0,5987.67,542,2
54.25,68.0,37.0,1.0,14783.33,369,2
518.85,22.0,82.0,1.0,1806.0,1845,1
10.649999999999977,54.0,161.0,1.0,13240.72,63,2
198.62,27.0,84.0,1.0,1196.0699999999997,1053,0
107.03,27.0,73.0,1.0,1408.0699999999997,677,2
346.11,41.0,213.0,1.0,9551.64,1525,1
138.06,44.0,159.0,1.0,1070.4700000000003,827,0
158.02,49.0,120.0,1.0,9374.24,908,0
830.01,66.0,96.0,1.0,4253.18,2095,1
435.5,55.0,112.0,1.0,6981.03,1722,1
110.49000000000004,57.0,48.0,1.0,10483.93,689,2
329.4,34.0,68.0,1.0,9588.07,1475,1
635.4000000000001,47.0,106.0,1.0,1238.1099999999997,1956,1
769.97,22.0,23.0,1.0,1244.9300000000003,2061,1
175.07,26.0,169.0,1.0,1040.25,974,0
7.310000000000002,78.0,282.0,1.0,5757.67,38,2
56.119999999999976,30.0,102.0,1.0,8839.67,387,2
424.7,56.0,178.0,1.0,6239.89,1694,1
35.73000000000002,65.0,87.0,1.0,9073.17,247,2
3.4399999999999977,78.0,108.0,1.0,7561.33,16,2
139.03,50.0,81.0,1.0,2276.57,835,0
254.92,28.0,169.0,1.0,2791.12,1252,0
115.11000000000001,28.0,139.0,1.0,9808.97,713,0
171.11,57.0,171.0,1.0,6324.09,958,0
408.46,64.0,27.999999999999986,1.0,3140.79,1660,1
342.17,21.0,247.0,1.0,461.8299999999999,1512,1
580.71,53.0,95.0,1.0,5670.0,1903,1
821.54,79.0,36.0,1.0,4040.32,2093,1
253.47,20.0,238.0,1.0,220.51000000000022,1246,0
22.810000000000002,62.0,75.0,1.0,3634.76,164,2
266.57,39.0,96.0,1.0,7180.48,1287,0
374.61,75.0,37.0,1.0,1389.71,1593,1
339.35,78.0,70.0,1.0,5002.7,1507,1
810.36,20.0,67.0,1.0,9239.12,2086,1
9.829999999999984,24.0,86.0,1.0,666.4200000000001,58,2
135.57,51.0,116.0,1.0,11351.64,812,0
340.05,43.0,37.0,1.0,7234.15,1508,1
283.45,27.0,127.0,1.0,2049.51,1334,0
100.99000000000001,68.0,114.0,1.0,8865.27,649,2
90.88,18.0,176.0,1.0,3908.47,586,2
655.1499999999999,26.0,264.0,1.0,5587.44,1981,1
320.55,50.0,118.0,1.0,438.75,1453,1
41.50999999999999,28.0,48.0,1.0,609.6000000000004,291,2
71.53000000000003,68.0,39.0,1.0,2393.73,476,2
467.13,54.0,45.0,1.0,3914.84,1768,1
235.4,28.0,70.0,1.0,818.3599999999997,1194,0
159.32,18.0,100.0,1.0,304.4399999999996,912,0
50.829999999999984,30.0,48.0,1.0,9553.42,345,2
56.889999999999986,59.0,56.0,1.0,3034.67,395,2
20.220000000000027,43.0,138.0,1.0,5515.32,138,2
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,341,2
73.87999999999997,53.0,131.0,1.0,4055.55,492,2
119.61000000000001,33.0,53.0,1.0,9899.94,738,0
116.57999999999998,43.0,247.0,1.0,2620.74,720,0
391.96,64.0,79.0,1.0,2174.16,1638,1
156.26,46.0,160.0,1.0,7854.1,900,0
427.0,49.0,163.0,1.0,8253.65,1699,1
443.68,18.0,137.0,1.0,874.1499999999996,1735,1
101.75999999999999,31.0,26.0,1.0,6043.25,658,2
67.57,37.0,107.0,1.0,2766.12,459,2
326.29,56.0,179.0,1.0,8171.26,1466,1
158.56,33.0,100.0,1.0,5401.21,910,0
56.02000000000001,27.0,142.0,1.0,3548.02,385,2
288.28,27.0,36.0,1.0,160.82999999999993,1347,0
245.67,24.0,107.0,1.0,752.25,1225,0
114.35,41.0,21.0,1.0,469.1199999999999,710,0
373.27,61.0,79.0,1.0,8441.61,1589,1
504.63,60.0,168.0,1.0,3806.16,1821,1
820.15,47.0,181.0,1.0,8802.97,2090,1
8.370000000000005,63.0,135.0,1.0,1106.3399999999997,48,2
197.49,53.0,30.0,1.0,5005.33,1051,0
637.97,58.0,90.0,1.0,7949.03,1961,1
13.519999999999982,26.0,65.0,1.0,259.77000000000044,88,2
432.1,49.0,240.0,1.0,2114.3,1713,1
642.68,50.0,94.0,1.0,8461.46,1967,1
78.44,52.0,292.0,1.0,6870.84,525,2
139.72,49.0,201.0,1.0,5058.83,840,0
499.99,31.0,296.0,1.0,8885.0,1815,1
10.069999999999993,24.0,49.0,1.0,530.8099999999995,59,2
120.62,23.0,85.0,1.0,9379.53,743,0
578.49,59.0,180.0,1.0,6475.13,1902,1
280.92,41.0,168.0,1.0,5298.85,1325,0
42.41999999999999,21.0,102.0,1.0,490.5699999999997,295,2
77.03,67.0,259.0,1.0,11310.27,514,2
22.589999999999975,62.0,45.0,1.0,3988.75,160,2
568.76,51.0,155.0,1.0,7484.32,1895,1
105.94,51.0,207.0,1.0,5963.1,671,2
350.15,21.0,195.0,1.0,296.47000000000025,1539,1
183.67,19.0,238.0,1.0,910.2600000000002,1004,0
278.27,29.0,123.0,1.0,6684.34,1320,0
470.30000000000007,40.0,88.0,1.0,8524.09,1772,1
261.69,53.0,84.0,1.0,5126.65,1276,0
365.04,22.0,94.0,1.0,873.8900000000003,1572,1
211.1,57.0,136.0,1.0,7059.77,1100,0
21.49000000000001,58.0,240.0,1.0,11991.24,151,2
63.579999999999984,18.0,199.0,1.0,8086.04,431,2
321.86,63.0,167.0,1.0,12626.49,1457,1
12.110000000000014,75.0,127.0,1.0,1730.2799999999997,78,2
642.54,44.0,27.999999999999986,1.0,3143.17,1966,1
210.45,27.0,146.0,1.0,1242.4899999999998,1098,0
313.65,55.0,173.0,1.0,1886.3599999999997,1430,1
99.75999999999999,26.0,131.0,1.0,416.8900000000003,640,2
115.31999999999996,53.0,113.0,1.0,5929.08,715,0
33.610000000000014,23.0,72.0,1.0,479.0799999999999,232,2
498.59,33.0,32.0,1.0,5862.99,1812,1
98.81,27.0,91.0,1.0,797.1000000000004,632,2
1.8699999999999477,65.0,147.0,1.0,7287.94,9,2
78.92000000000002,59.0,95.0,1.0,5624.86,530,2
194.29,39.0,10.0,1.0,2988.41,1040,0
28.730000000000018,53.0,185.0,1.0,2712.96,206,2
105.53,24.0,88.0,1.0,1433.6599999999999,670,2
737.34,30.0,34.0,1.0,7336.56,2033,1
237.86,18.0,210.0,1.0,475.6300000000001,1203,0
409.61,65.0,89.0,1.0,11698.15,1663,1
75.53,21.0,157.0,1.0,1034.3499999999995,507,2
72.75,64.0,15.0,1.0,12042.79,483,2
39.110000000000014,26.0,143.0,1.0,518.54,274,2
729.38,68.0,90.0,1.0,9127.65,2025,1
137.49,34.0,50.0,1.0,4471.05,822,0
504.71,29.0,61.00000000000001,1.0,6214.54,1822,1
371.47,24.0,58.0,1.0,1187.0400000000004,1583,1
430.35,36.0,205.0,1.0,354.89999999999964,1707,1
230.32,35.0,56.0,1.0,791.46,1172,0
121.70999999999998,52.0,140.0,1.0,5878.89,748,0
98.87,20.0,179.0,1.0,533.1999999999998,633,2
117.55000000000001,24.0,35.0,1.0,897.9400000000005,728,0
244.64,30.0,103.0,1.0,9159.56,1222,0
321.93,45.0,12.0,1.0,4392.73,1458,1
283.23,40.0,98.0,1.0,2008.77,1333,0
346.65,30.0,60.0,1.0,6356.96,1527,1
381.62,64.0,164.0,1.0,6009.12,1610,1
388.65,76.0,43.000000000000014,1.0,7896.85,1626,1
29.220000000000027,24.0,151.0,1.0,1649.4300000000003,209,2
46.75,67.0,150.0,1.0,2840.43,317,2
348.64,57.0,128.0,1.0,3274.96,1534,1
319.17,73.0,81.0,1.0,6501.56,1447,1
73.94999999999999,26.0,76.0,1.0,363.9200000000001,493,2
389.63,27.0,99.0,1.0,9748.48,1631,1
217.61,19.0,45.0,1.0,1404.5299999999997,1131,0
199.84000000000003,21.0,150.0,1.0,706.4400000000005,1064,0
56.349999999999994,44.0,75.0,1.0,5095.73,391,2
248.95,65.0,29.000000000000014,1.0,3059.79,1235,0
142.58,33.0,145.0,1.0,7844.23,849,0
333.78,60.0,98.0,1.0,6810.94,1492,1
332.59,55.0,143.0,1.0,1457.0699999999997,1488,1
236.81,22.0,15.0,1.0,813.6800000000003,1198,0
417.8,27.0,130.0,1.0,1518.8199999999997,1677,1
319.27,50.0,150.0,1.0,10269.78,1448,1
384.1,42.0,172.0,1.0,672.79,1615,1
820.62,61.0,158.0,1.0,6024.8,2092,1
474.77,56.0,50.0,1.0,2158.59,1780,1
542.72,43.0,92.0,1.0,6011.8,1871,1
79.80000000000001,73.0,76.0,1.0,6372.58,539,2
46.24000000000001,57.0,52.0,1.0,2569.56,314,2
327.8,61.0,54.0,1.0,10585.48,1468,1
445.79,52.0,161.0,1.0,717.9899999999998,1740,1
55.889999999999986,72.0,150.0,1.0,3689.65,382,2
158.41,28.0,16.0,1.0,1512.1599999999999,909,0
101.19,64.0,75.0,1.0,14389.45,651,2
61.97,74.0,95.0,1.0,7014.69,425,2
27.20999999999998,79.0,102.0,1.0,3520.61,192,2
173.74,80.0,64.0,1.0,4913.42,969,0
176.11,38.0,105.0,1.0,9155.35,977,0
88.4,46.0,174.0,1.0,2567.53,582,2
567.92,53.0,13.999999999999986,1.0,3779.47,1891,1
138.11,68.0,104.0,1.0,4177.65,828,0
456.93,28.0,193.0,1.0,7284.76,1755,1
101.42000000000002,66.0,146.0,1.0,6530.59,655,2
300.61,44.0,51.0,1.0,7895.54,1389,0
265.94,54.0,132.0,1.0,6781.3,1286,0
345.54,29.0,50.0,1.0,2091.78,1521,1
411.52,41.0,88.0,1.0,11108.39,1667,1
111.21000000000001,35.0,111.0,1.0,9088.36,692,2
316.37,53.0,86.0,1.0,4671.69,1438,1
260.63,37.0,142.0,1.0,7534.73,1270,0
92.36000000000001,29.0,144.0,1.0,6353.14,599,2
262.06,63.0,118.0,1.0,13587.52,1278,0
64.5,74.0,230.0,1.0,1351.2399999999998,438,2
175.94,57.0,89.0,1.0,3728.04,976,0
199.47,57.0,142.0,1.0,6067.44,1061,0
51.06999999999999,63.0,133.0,1.0,4292.16,348,2
435.86,56.0,134.0,1.0,3801.82,1723,1
74.73000000000002,64.0,162.0,1.0,6353.22,500,2
182.79,23.0,13.999999999999986,1.0,1251.85,1001,0
628.36,44.0,108.0,1.0,11869.71,1949,1
268.39,29.0,177.0,1.0,9409.43,1291,0
362.27,80.0,47.0,1.0,6003.59,1566,1
560.15,50.0,92.0,1.0,817.8299999999999,1887,1
132.36000000000004,28.0,160.0,1.0,319.64999999999964,797,0
24.769999999999982,40.0,17.0,1.0,478.22999999999956,175,2
80.23999999999998,53.0,58.0,1.0,8012.81,540,2
8.649999999999977,68.0,198.0,1.0,4201.22,50,2
178.91,18.0,19.0,1.0,8870.89,987,0
115.22,27.0,108.0,1.0,906.1999999999998,714,0
161.63,46.0,276.0,1.0,9286.37,916,0
542.75,70.0,63.0,1.0,2224.08,1872,1
317.47,67.0,16.0,1.0,14639.28,1442,1
280.99,45.0,29.000000000000014,1.0,9733.59,1326,0
24.189999999999998,29.0,27.999999999999986,1.0,2756.2,172,2
586.85,36.0,86.0,1.0,6655.15,1913,1
372.41,55.0,143.0,1.0,3233.87,1587,1
383.69,54.0,285.0,1.0,8371.11,1613,1
247.17,65.0,149.0,1.0,2611.64,1229,0
48.78000000000003,18.0,136.0,1.0,552.0599999999995,330,2
4.149999999999977,60.0,119.0,1.0,6017.36,20,2
60.99000000000001,34.0,58.0,1.0,7281.46,418,2
408.19,26.0,241.0,1.0,6847.47,1659,1
524.6,58.0,76.0,1.0,13017.7,1855,1
108.96000000000001,26.0,247.0,1.0,7597.66,682,2
70.03000000000003,63.0,49.0,1.0,7330.31,471,2
124.84,52.0,79.0,1.0,6711.78,766,0
324.04,54.0,30.0,1.0,2248.06,1461,1
39.69,70.0,163.0,1.0,3524.68,280,2
157.7,58.0,46.0,1.0,8332.58,906,0
81.26999999999998,22.0,68.0,1.0,1814.48,548,2
193.82,37.0,176.0,1.0,3886.77,1039,0
16.730000000000018,79.0,165.0,1.0,7591.13,109,2
474.05,57.0,214.0,1.0,1484.31,1779,1
637.75,79.0,152.0,1.0,4202.92,1960,1
153.59,66.0,174.0,1.0,4813.12,892,0
186.6,18.0,139.0,1.0,9716.68,1016,0
644.08,24.0,55.0,1.0,1980.62,1972,1
226.66,41.0,168.0,1.0,10216.25,1163,0
305.0,22.0,222.0,1.0,944.8299999999999,1407,0
233.1,42.0,37.0,1.0,7469.2,1185,0
793.13,68.0,76.0,1.0,13389.16,2077,1
224.19,52.0,93.0,1.0,8475.47,1155,0
214.83,23.0,63.0,1.0,991.6900000000005,1120,0
163.46,63.0,111.0,1.0,6953.8,922,0
194.99,34.0,91.0,1.0,1370.0299999999997,1043,0
227.5,34.0,277.0,1.0,11505.35,1167,0
259.9,26.0,100.0,1.0,914.2799999999997,1267,0
59.50999999999999,36.0,55.0,1.0,9955.88,412,2
112.94,73.0,31.0,1.0,3807.84,703,2
11.810000000000002,21.0,131.0,1.0,320.25,74,2
329.14,55.0,13.999999999999986,1.0,12033.92,1474,1
154.24,61.0,82.0,1.0,6109.55,894,0
233.44,20.0,297.0,1.0,1691.88,1187,0
141.8,18.0,116.0,1.0,1697.67,845,0
209.03000000000003,55.0,126.0,1.0,8359.5,1095,0
261.14,42.0,162.0,1.0,6100.08,1272,0
98.70999999999998,32.0,117.0,1.0,10095.23,631,2
87.38,21.0,252.0,1.0,1504.9899999999998,577,2
83.38999999999999,32.0,158.0,1.0,13182.11,557,2
267.55,46.0,40.0,1.0,4330.04,1289,0
870.05,29.0,39.0,1.0,905.25,2115,1
164.51,78.0,110.0,1.0,3553.69,926,0
758.12,69.0,90.0,1.0,6164.65,2052,1
103.75999999999999,28.0,188.0,1.0,9626.14,664,2
583.92,55.0,139.0,1.0,6364.14,1906,1
204.06,77.0,159.0,1.0,4351.83,1078,0
53.51000000000002,56.0,165.0,1.0,5773.5,362,2
52.94999999999999,68.0,13.999999999999986,1.0,6335.58,360,2
120.17000000000002,49.0,105.0,1.0,5403.79,741,0
220.8,31.0,27.999999999999986,1.0,8135.31,1145,0
119.00999999999999,45.0,87.0,1.0,9798.26,735,0
183.32,21.0,74.0,1.0,137.42000000000007,1003,0
858.88,60.0,227.0,1.0,7015.46,2110,1
11.45999999999998,41.0,128.0,1.0,2356.71,72,2
61.37000000000003,75.0,164.0,1.0,4294.44,420,2
103.07999999999998,49.0,150.0,1.0,9251.38,661,2
1.2099999999999795,55.0,196.0,1.0,7542.74,6,2
425.18,26.0,172.0,1.0,9880.71,1695,1
60.96000000000001,52.0,238.0,1.0,6189.24,417,2
64.21000000000001,51.0,37.0,1.0,12540.18,436,2
523.02,53.0,83.0,1.0,4586.11,1852,1
50.25999999999999,65.0,164.0,1.0,1519.38,338,2
110.07999999999998,19.0,95.0,1.0,1447.2600000000002,686,2
54.47,23.0,34.0,1.0,1131.4200000000005,371,2
79.75999999999999,68.0,115.0,1.0,10278.75,537,2
16.79000000000002,30.0,146.0,1.0,535.1499999999996,110,2
68.62,29.0,157.0,1.0,13891.47,464,2
643.38,18.0,105.0,1.0,1046.7399999999998,1971,1
328.34,42.0,31.0,1.0,2840.45,1470,1
72.68,69.0,44.0,1.0,6216.77,482,2
354.76,51.0,279.0,1.0,10141.92,1549,1
793.88,22.0,252.0,1.0,1404.06,2078,1
29.220000000000027,27.0,69.0,1.0,7795.79,209,2
653.97,37.0,100.0,1.0,3886.65,1978,1
366.43,21.0,92.0,1.0,1560.4499999999998,1577,1
233.74,72.0,142.0,1.0,4749.54,1189,0
471.84,18.0,138.0,1.0,1044.33,1775,1
213.4,73.0,100.0,1.0,2012.2399999999998,1113,0
254.21,48.0,46.0,1.0,2487.2,1248,0
577.73,37.0,63.0,1.0,14977.99,1901,1
170.26,27.0,265.0,1.0,1969.48,952,0
330.61,64.0,113.0,1.0,2525.25,1478,1
132.33,35.0,47.0,1.0,7457.94,796,0
74.04000000000002,18.0,66.0,1.0,1690.23,494,2
197.18,28.0,135.0,1.0,3114.92,1050,0
21.149999999999977,70.0,180.0,1.0,3466.74,146,2
697.82,44.0,153.0,1.0,6824.0,2005,1
148.00000000000003,20.0,35.0,1.0,1488.65,869,0
22.25999999999999,19.0,56.0,1.0,5583.88,156,2
0.8600000000000136,25.0,139.0,1.0,1357.2200000000003,4,2
757.1,65.0,203.0,1.0,10553.23,2048,1
38.81,25.0,145.0,1.0,1619.6,272,2
32.45999999999998,31.0,10.0,1.0,8656.18,227,2
20.639999999999986,22.0,59.0,1.0,949.3800000000001,144,2
662.11,23.0,219.0,1.0,1996.38,1986,1
288.77,55.0,110.0,1.0,8836.51,1349,0
35.05000000000001,30.0,105.0,1.0,14330.47,245,2
214.73,46.0,26.0,1.0,5368.42,1119,0
25.379999999999995,57.0,66.0,1.0,8616.05,180,2
617.66,41.0,40.0,1.0,5906.58,1944,1
446.39,63.0,77.0,1.0,7863.6,1742,1
377.92,33.0,204.0,1.0,2254.71,1602,1
11.04000000000002,30.0,43.000000000000014,1.0,6983.04,68,2
275.46,36.0,67.0,1.0,9697.75,1307,0
179.76,78.0,81.0,1.0,5909.52,992,0
32.34000000000003,44.0,45.0,1.0,7847.62,226,2
273.92,79.0,109.0,1.0,4543.56,1305,0
375.45,19.0,32.0,1.0,1307.23,1594,1
388.98,23.0,155.0,1.0,1819.9099999999999,1628,1
492.84,25.0,38.0,1.0,577.6700000000001,1805,1
148.84999999999997,57.0,25.0,1.0,7802.36,874,0
391.66,50.0,103.0,1.0,2406.31,1637,1
185.99,41.0,53.0,1.0,402.4499999999998,1015,0
322.48,27.0,57.0,1.0,1238.4300000000003,1459,1
20.269999999999982,18.0,22.0,1.0,796.3500000000004,139,2
199.02,61.0,269.0,1.0,4658.89,1055,0
104.23000000000002,63.0,108.0,1.0,5009.29,666,2
55.860000000000014,39.0,68.0,1.0,5346.46,381,2
10.769999999999982,31.0,178.0,1.0,10704.95,64,2
95.55000000000001,33.0,51.0,1.0,2434.74,613,2
477.07000000000005,27.0,278.0,1.0,6568.07,1785,1
9.100000000000023,52.0,63.0,1.0,2791.45,55,2
21.410000000000025,57.0,99.0,1.0,658.9099999999999,150,2
278.28,28.0,26.0,1.0,1346.88,1321,0
388.1,73.0,40.0,1.0,3022.12,1624,1
215.39,27.0,216.0,1.0,1582.5500000000002,1123,0
194.37,66.0,161.0,1.0,14395.88,1041,0
37.69999999999999,20.0,109.0,1.0,1741.1,266,2
19.589999999999975,64.0,122.0,1.0,1061.69,133,2
81.34999999999997,41.0,103.0,1.0,7192.45,549,2
314.54,58.0,228.0,1.0,9923.45,1434,1
466.64,58.0,11.0,1.0,10915.11,1766,1
397.01,22.0,100.0,1.0,719.5200000000004,1647,1
472.48,55.0,87.0,1.0,7128.82,1777,1
67.15,59.0,13.999999999999986,1.0,9028.49,455,2
102.67000000000002,79.0,119.0,1.0,4656.94,659,2
453.49,66.0,147.0,1.0,6366.43,1752,1
267.17,26.0,170.0,1.0,1382.62,1288,0
111.25999999999999,66.0,43.000000000000014,1.0,14350.11,693,2
121.17000000000002,68.0,158.0,1.0,12990.77,746,0
213.28,51.0,94.0,1.0,4835.91,1111,0
187.88,60.0,180.0,1.0,2154.58,1018,0
471.88,34.0,141.0,1.0,14833.34,1776,1
83.79000000000002,57.0,47.0,1.0,5061.3,561,2
212.14,72.0,105.0,1.0,7225.06,1106,0
99.16,79.0,202.0,1.0,2607.58,636,2
839.33,60.0,86.0,1.0,11538.97,2098,1
4.240000000000009,38.0,38.0,1.0,7822.73,21,2
50.28999999999999,58.0,64.0,1.0,7604.9,340,2
135.85,57.0,269.0,1.0,1480.3900000000003,813,0
368.53,68.0,34.0,1.0,13696.31,1579,1
17.94999999999999,64.0,135.0,1.0,12344.9,120,2
127.80000000000001,31.0,47.0,1.0,8630.99,782,0
16.730000000000018,45.0,48.0,1.0,2202.62,109,2
317.12,44.0,80.0,1.0,14409.74,1441,1
476.63,79.0,115.0,1.0,4894.25,1783,1
156.58,24.0,160.0,1.0,8981.61,901,0
55.120000000000005,34.0,261.0,1.0,3791.99,379,2
15.740000000000009,27.0,38.0,1.0,690.1599999999999,102,2
353.68,70.0,145.0,1.0,6777.12,1546,1
297.15,76.0,178.0,1.0,5449.37,1378,0
647.85,36.0,121.0,1.0,13779.97,1975,1
75.04000000000002,49.0,178.0,1.0,9648.6,504,2
273.92,28.0,35.0,1.0,1029.1500000000005,1305,0
215.8,51.0,66.0,1.0,3656.62,1125,0
420.6,26.0,55.0,1.0,1778.75,1681,1
688.36,23.0,22.0,1.0,5191.13,1998,1
285.18,55.0,150.0,1.0,14847.97,1338,0
213.55,63.0,15.0,1.0,5238.37,1115,0
463.11,51.0,159.0,1.0,10238.82,1763,1
150.03,73.0,176.0,1.0,7491.42,878,0
309.56,58.0,147.0,1.0,972.04,1425,1
377.08,26.0,71.0,1.0,6430.86,1600,1
77.25,68.0,157.0,1.0,14077.97,515,2
146.92,64.0,272.0,1.0,3990.6,863,0
126.6,22.0,146.0,1.0,961.6499999999996,775,0
101.34,24.0,46.0,1.0,703.2600000000002,654,2
184.97,58.0,268.0,1.0,1156.67,1009,0
451.15,46.0,175.0,1.0,1356.4700000000003,1748,1
516.47,25.0,94.0,1.0,1305.06,1842,1
880.04,25.0,29.000000000000014,1.0,261.97000000000025,2123,1
66.69,25.0,140.0,1.0,1210.3300000000004,451,2
95.75,31.0,169.0,1.0,337.6199999999999,614,2
98.03,54.0,165.0,1.0,6323.45,625,2
617.66,42.0,128.0,1.0,7155.95,1944,1
888.57,62.0,102.0,1.0,7896.14,2129,1
107.48000000000002,22.0,129.0,1.0,591.2299999999996,681,2
36.56999999999999,62.0,69.0,1.0,2583.07,256,2
575.62,43.0,129.0,1.0,234.40999999999985,1898,1
84.88999999999999,37.0,70.0,1.0,4735.61,565,2
7.759999999999991,52.0,84.0,1.0,7393.11,43,2
109.30000000000004,56.0,27.0,1.0,13510.11,683,2
230.08,79.0,124.0,1.0,4466.1,1170,0
361.92,54.0,111.0,1.0,7474.31,1564,1
122.44999999999999,46.0,98.0,1.0,7255.49,751,0
642.53,65.0,128.0,1.0,11417.91,1965,1
62.860000000000014,25.0,31.0,1.0,1040.4300000000007,426,2
175.21,69.0,69.0,1.0,6039.04,975,0
168.0,32.0,11.0,1.0,3498.58,942,0
11.45999999999998,67.0,73.0,1.0,6628.75,72,2
382.07,62.0,147.0,1.0,10156.09,1611,1
65.32,28.0,54.0,1.0,9165.02,446,2
730.1,77.0,93.0,1.0,6384.05,2026,1
85.31,62.0,27.0,1.0,6095.65,568,2
726.6100000000001,18.0,277.0,1.0,1008.7600000000002,2024,1
130.4,45.0,63.0,1.0,4381.24,788,0
68.1,20.0,47.0,1.0,1382.8000000000002,460,2
65.25999999999999,26.0,72.0,1.0,7380.63,445,2
191.62,63.0,51.0,1.0,1981.67,1031,0
212.88,39.0,122.0,1.0,7036.72,1108,0
88.38,30.0,138.0,1.0,3707.82,581,2
48.77000000000001,42.0,51.0,1.0,2040.1599999999999,329,2
390.09,26.0,49.0,1.0,2617.23,1633,1
48.28999999999999,37.0,242.0,1.0,8883.4,326,2
333.83,63.0,135.0,1.0,1660.6599999999999,1493,1
100.26999999999998,79.0,51.0,1.0,4309.9,643,2
44.53999999999999,31.0,164.0,1.0,362.39999999999964,305,2
82.17000000000002,28.0,21.0,1.0,1913.06,552,2
447.4200000000001,32.0,65.0,1.0,6133.22,1744,1
590.26,25.0,48.0,1.0,1068.2799999999997,1919,1
192.73,71.0,157.0,1.0,2037.75,1034,0
146.01,26.0,269.0,1.0,221.78999999999996,861,0
11.569999999999993,56.0,64.0,1.0,2061.61,73,2
7.819999999999993,36.0,273.0,1.0,2240.49,45,2
79.43,74.0,72.0,1.0,6579.37,536,2
386.97,58.0,137.0,1.0,1876.35,1622,1
51.22,23.0,82.0,1.0,1664.5900000000001,351,2
256.05,54.0,35.0,1.0,6910.18,1256,0
7.7900000000000205,34.0,298.0,1.0,1319.85,44,2
233.71,63.0,11.0,1.0,6095.5,1188,0
176.37,55.0,126.0,1.0,2420.86,978,0
122.63,21.0,153.0,1.0,359.0600000000004,752,0
86.41,75.0,125.0,1.0,3128.71,575,2
21.569999999999993,54.0,71.0,1.0,7587.48,152,2
82.67000000000002,26.0,46.0,1.0,290.59000000000015,553,2
299.42,63.0,53.0,1.0,4735.41,1385,0
543.47,18.0,122.0,1.0,6165.03,1873,1
346.76,21.0,116.0,1.0,1637.75,1528,1
47.47999999999999,24.0,66.0,1.0,585.5200000000004,322,2
64.92000000000002,58.0,236.0,1.0,5481.76,441,2
350.72,28.0,48.0,1.0,1982.9,1541,1
3.8000000000000114,65.0,174.0,1.0,5766.96,18,2
22.54000000000002,26.0,42.0,1.0,7139.11,159,2
767.1399999999999,62.0,38.0,1.0,4732.57,2057,1
167.47,35.0,103.0,1.0,2293.13,941,0
43.650000000000006,30.0,212.0,1.0,2870.67,300,2
391.08,56.0,105.0,1.0,6885.16,1636,1
390.77,44.0,34.0,1.0,5500.56,1635,1
508.16,39.0,131.0,1.0,5609.44,1831,1
36.75999999999999,65.0,108.0,1.0,1228.9300000000003,260,2
332.33,27.0,101.0,1.0,192.6300000000001,1487,1
362.09,32.0,31.0,1.0,6590.28,1565,1
42.579999999999984,30.0,80.0,1.0,13485.0,298,2
122.35,53.0,188.0,1.0,6472.5,750,0
248.66,28.0,113.0,1.0,2571.39,1233,0
461.25,54.0,171.0,1.0,676.1000000000004,1761,1
61.77000000000001,56.0,49.0,1.0,12352.2,424,2
268.92,29.0,148.0,1.0,8765.38,1293,0
219.02,54.0,68.0,1.0,7375.73,1137,0
125.13999999999999,20.0,31.0,1.0,1845.1800000000003,769,0
47.599999999999994,53.0,115.0,1.0,1382.5100000000002,323,2
592.82,74.0,248.0,1.0,7508.98,1923,1
372.5,22.0,211.0,1.0,3901.82,1588,1
4.720000000000027,32.0,20.0,1.0,4792.01,25,2
144.93,42.0,74.0,1.0,6887.52,857,0
316.56,28.0,261.0,1.0,8643.51,1439,1
9.180000000000007,22.0,140.0,1.0,887.3199999999997,56,2
421.25,25.0,66.0,1.0,7174.69,1682,1
185.71,48.0,194.0,1.0,2679.91,1012,0
26.269999999999982,45.0,177.0,1.0,8853.93,185,2
297.03,61.0,151.0,1.0,1088.6199999999994,1377,0
99.51999999999998,52.0,127.0,1.0,3798.09,639,2
881.1,28.0,16.0,1.0,9951.68,2124,1
139.69,52.0,180.0,1.0,9567.94,839,0
112.72,31.0,17.0,1.0,9630.0,701,2
568.88,19.0,105.0,1.0,1307.8599999999997,1896,1
189.03,28.0,50.0,1.0,1916.46,1022,0
189.08,68.0,238.0,1.0,10790.8,1023,0
409.59,35.0,50.0,1.0,14563.02,1662,1
283.15,24.0,180.0,1.0,603.79,1332,0
151.82,51.0,105.0,1.0,2197.12,884,0
438.59,37.0,103.0,1.0,8994.39,1729,1
590.57,79.0,93.0,1.0,3224.6,1920,1
63.74000000000001,63.0,31.0,1.0,4336.4,432,2
77.01999999999998,59.0,132.0,1.0,800.8299999999999,513,2
501.15,47.0,208.0,1.0,8821.84,1816,1
8.949999999999989,76.0,102.0,1.0,3299.84,53,2
173.6,21.0,160.0,1.0,421.4399999999996,968,0
149.4,53.0,123.0,1.0,1035.2199999999998,877,0
388.21,53.0,237.0,1.0,9724.49,1625,1
126.04000000000002,65.0,167.0,1.0,6041.69,772,0
52.03999999999999,50.0,31.0,1.0,8436.12,354,2
389.7,62.0,216.0,1.0,7125.15,1632,1
